Name,pIC50,MW,AMW,Sv,Se,Sp,Si,Mv,Mp,nAT,nSK,nAA,nTA,nBT,nBO,nBM,SCBO,RBN,RBF,nDB,nAB,nH,nC,nN,nO,nS,nF,nCL,nHM,nHet,nX,H%,C%,N%,O%,X%,nCsp3,nCsp2,Fsp3,max_conj_path,nCIC,nCIR,TRS,Rperim,Rbrid,MCD,RFD,RCI,NRS,NNRS,nR03,nR05,nR06,nR09,nR10,nBnz,ARR,AP,D/Dtr03,D/Dtr05,D/Dtr06,D/Dtr09,D/Dtr10,nCp,nCs,nCt,nCrs,nCrt,nCar,nCbH,nCb-,nCconj,nArCONHR,nArCONR2,nArNHR,nROH,nOHp,nROR,nArOR,nCRX3,nArX,nThiazoles,nPyridines,nHDon,nHAcc,C-001,C-002,C-003,C-005,C-006,C-008,C-013,C-024,C-025,C-026,C-027,C-028,C-033,C-034,C-040,C-044,H-046,H-047,H-048,H-049,H-050,H-051,H-052,O-056,O-058,O-059,O-060,N-070,N-072,N-075,F-083,F-084,Cl-089,S-107,CATS2D_00_DD,CATS2D_09_DD,CATS2D_00_DA,CATS2D_02_DA,CATS2D_04_DA,CATS2D_05_DA,CATS2D_06_DA,CATS2D_07_DA,CATS2D_08_DA,CATS2D_09_DA,CATS2D_02_DL,CATS2D_03_DL,CATS2D_04_DL,CATS2D_05_DL,CATS2D_06_DL,CATS2D_07_DL,CATS2D_08_DL,CATS2D_09_DL,CATS2D_00_AA,CATS2D_02_AA,CATS2D_03_AA,CATS2D_04_AA,CATS2D_05_AA,CATS2D_06_AA,CATS2D_07_AA,CATS2D_08_AA,CATS2D_09_AA,CATS2D_02_AL,CATS2D_03_AL,CATS2D_04_AL,CATS2D_05_AL,CATS2D_06_AL,CATS2D_07_AL,CATS2D_08_AL,CATS2D_09_AL,CATS2D_00_LL,CATS2D_01_LL,CATS2D_02_LL,CATS2D_03_LL,CATS2D_04_LL,CATS2D_05_LL,CATS2D_06_LL,CATS2D_07_LL,CATS2D_08_LL,CATS2D_09_LL,SHED_DD,SHED_DA,SHED_DL,SHED_AA,SHED_AL,SHED_LL,T(N..N),T(N..O),T(N..S),T(N..F),T(N..Cl),T(O..O),T(O..S),T(O..F),T(O..Cl),T(S..S),T(S..F),T(S..Cl),T(F..F),T(Cl..Cl),B01[C-F],B01[C-Cl],B02[C-F],B02[C-Cl],B02[N-N],B02[N-S],B02[F-F],B03[C-F],B03[C-Cl],B03[N-N],B03[N-S],B03[N-F],B03[N-Cl],B03[S-F],B04[C-F],B04[C-Cl],B04[N-O],B04[N-F],B04[N-Cl],B04[O-F],B04[Cl-Cl],B05[C-F],B05[C-Cl],B05[N-F],B05[N-Cl],B05[O-F],B06[C-F],B06[C-Cl],B06[N-N],B06[N-O],B06[N-S],B06[N-F],B06[N-Cl],B06[O-O],B06[O-S],B07[C-F],B07[C-Cl],B07[N-O],B07[N-F],B07[N-Cl],B07[O-O],B07[O-F],B07[O-Cl],B08[C-S],B08[C-F],B08[C-Cl],B08[N-F],B08[N-Cl],B08[O-Cl],B09[C-N],B09[C-F],B09[C-Cl],B09[N-F],B09[N-Cl],B09[O-O],B09[O-F],B09[O-Cl],B09[S-F],B10[C-F],B10[C-Cl],B10[N-S],B10[N-F],B10[O-O],B10[O-S],B10[O-F],B10[S-S],F01[C-C],F01[C-N],F01[C-O],F01[C-S],F01[C-F],F01[C-Cl],F02[C-C],F02[C-N],F02[C-O],F02[C-S],F02[C-F],F02[C-Cl],F02[N-N],F02[N-O],F02[N-S],F02[F-F],F03[C-C],F03[C-N],F03[C-O],F03[C-S],F03[C-F],F03[C-Cl],F03[N-N],F03[N-S],F03[N-F],F03[N-Cl],F03[S-F],F04[C-C],F04[C-N],F04[C-O],F04[C-S],F04[C-F],F04[C-Cl],F04[N-N],F04[N-O],F04[N-F],F04[N-Cl],F04[O-F],F04[Cl-Cl],F05[C-C],F05[C-N],F05[C-O],F05[C-S],F05[C-F],F05[C-Cl],F05[N-N],F05[N-O],F05[N-F],F05[N-Cl],F05[O-F],F06[C-C],F06[C-N],F06[C-O],F06[C-S],F06[C-F],F06[C-Cl],F06[N-N],F06[N-O],F06[N-S],F06[N-F],F06[N-Cl],F06[O-O],F06[O-S],F07[C-C],F07[C-N],F07[C-O],F07[C-S],F07[C-F],F07[C-Cl],F07[N-O],F07[N-F],F07[N-Cl],F07[O-O],F07[O-F],F07[O-Cl],F08[C-C],F08[C-N],F08[C-O],F08[C-S],F08[C-F],F08[C-Cl],F08[N-F],F08[N-Cl],F08[O-Cl],F09[C-C],F09[C-N],F09[C-O],F09[C-S],F09[C-F],F09[C-Cl],F09[N-O],F09[N-F],F09[N-Cl],F09[O-O],F09[O-F],F09[O-Cl],F09[S-F],F10[C-C],F10[C-N],F10[C-O],F10[C-S],F10[C-F],F10[C-Cl],F10[N-S],F10[N-F],F10[O-O],F10[O-S],F10[O-F],F10[S-S],Uc,Ui,Hy,AMR,MR99,MRcons,TPSA(NO),TPSA(Tot),MLOGP,MLOGP2,ALOGP,ALOGP2,LOGP99,LOGPcons,ESOL,SAtot,SAacc,SAdon,Vx,VvdwMG,VvdwZAZ,PDI,BLTF96,BLTD48,BLTA96,SAscore,PBF,DLS_01,DLS_02,DLS_03,DLS_04,DLS_05,DLS_06,DLS_cons,LLS_01,LLS_02,CMC-80,Inflammat-80,Psychotic-80,Hypertens-80,Hypertens-50,Neoplastic-80,Infective-80,QEDu,QED
AT10,7.369,576.7,7.9,46.94,73.82,49.06,81.98,0.643,0.672,73,41,23,6,77,45,26,59.5,9,0.1169,3,23,32,30,4,6,1,0,0,1,11,0,43.84,41.1,5.479,8.219,0,8,22,0.2667,13,5,5,29,29,0,0.7073,0,1,5,1,0,1,4,0,0,3,0.5111,0.561,0,123.3,587.1,0,0,1,0,0,0,0,21,11,7,1,1,0,0,0,0,1,2,0,0,0,0,1,9,1,0,0,2,5,0,0,11,4,4,0,1,1,0,1,0,3,27,1,0,1,0,0,0,3,1,2,0,1,1,0,0,0,0,1,0,0,1,2,3,0,1,1,1,3,1,2,3,2,3,1,1,9,3,1,2,4,2,4,0,7,9,16,17,11,11,12,6,12,16,11,13,9,4,5,8,13,13,16,0,5.349,7.252,11.17,13.63,12,31,166,20,0,0,147,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26,7,7,1,0,0,34,13,9,4,0,0,0,3,0,0,33,14,15,5,0,0,0,0,0,0,0,31,13,17,1,0,0,2,2,0,0,0,0,37,13,9,1,0,0,1,4,0,0,0,35,14,11,1,0,0,0,2,0,0,0,0,1,34,12,12,2,0,0,2,0,0,3,0,0,36,7,14,1,0,0,0,0,0,36,4,12,3,0,0,5,0,0,1,0,0,0,33,8,15,3,0,0,0,0,1,0,0,0,4.755,3.954,-0.3516,156.7,155,155,112,120.4,1.967,3.87,4.578,20.95,4.197,3.581,-5.316,705.5,138.6,18.01,696.3,288.7,505.7,0.9869,-3.062,-3.189,-3.197,4.087,0.8571,0.75,0.6667,0.6667,0.7,0.5,0.8333,0.7309,0.3333,0.625,0,0,0,0,0,0,0,0.2666,0.3363
AT11,7.328,516.7,7.949,42.45,65.4,44.63,72.73,0.6531,0.6865,65,37,23,5,69,41,26,55.5,6,0.08696,3,23,28,28,4,4,1,0,0,1,9,0,43.08,43.08,6.154,6.154,0,6,22,0.2143,19,5,5,29,29,0,0.7838,0,1,5,1,0,1,4,0,0,3,0.561,0.6216,0,109.7,516.2,0,0,2,0,0,0,0,21,12,6,1,1,0,0,0,0,1,0,0,0,0,0,1,7,2,0,0,0,4,0,0,12,4,3,0,1,1,0,1,0,6,20,1,0,1,0,0,0,3,1,0,0,1,1,0,0,0,0,1,0,0,1,2,3,0,0,1,0,3,1,2,3,4,3,2,0,7,3,1,2,2,0,3,0,6,6,13,16,10,13,12,5,5,18,14,17,12,7,6,11,15,19,19,0,3.586,6.547,7.543,13.22,11.57,31,102,20,0,0,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,7,3,1,0,0,32,14,5,4,0,0,0,3,0,0,30,15,11,5,0,0,0,0,0,0,0,29,12,13,1,0,0,2,2,0,0,0,0,35,11,8,1,0,0,1,2,0,0,0,34,13,9,1,0,0,0,0,0,0,0,0,1,32,11,9,2,0,0,1,0,0,2,0,0,33,6,9,1,0,0,0,0,0,32,3,5,3,0,0,4,0,0,0,0,0,0,26,7,7,4,0,0,0,0,1,0,0,0,4.755,3.954,-0.365,143.9,142.4,142.4,93.53,101.9,3.049,9.295,5.09,25.91,4.429,4.189,-5.702,623.1,116.7,18.01,630,261.6,453.5,1.011,-3.981,-4.216,-4.279,4.044,0.7795,0.75,0.8333,0.8333,0.7,0.5,0.8333,0.7786,0.1667,0.75,0,0,0,0,0,0,0,0.3814,0.4026
AT12,7.309,482.7,7.542,39.98,64.28,42.39,72.15,0.6247,0.6623,64,34,17,7,67,37,20,48.5,6,0.08955,3,17,30,25,4,4,1,0,0,1,9,0,46.88,39.06,6.25,6.25,0,9,16,0.36,13,4,4,23,23,0,0.6765,0,1,4,1,0,1,3,0,0,2,0.4595,0.5,0,103.8,351.7,0,0,4,1,0,0,0,15,7,5,1,1,0,0,0,0,1,0,0,0,0,0,1,7,4,0,0,0,4,1,0,7,4,2,0,1,1,0,1,0,6,16,1,0,1,0,6,0,3,1,0,0,1,1,0,0,0,0,1,0,0,1,2,3,0,0,1,0,3,1,2,3,4,1,1,0,7,3,1,2,2,0,3,0,6,6,11,13,9,13,10,4,5,15,10,14,10,7,4,8,10,13,11,0,3.586,6.089,7.543,12.58,11.36,31,102,20,0,0,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,7,3,1,0,0,27,14,5,4,0,0,0,3,0,0,27,13,11,5,0,0,0,0,0,0,0,27,9,13,1,0,0,2,2,0,0,0,0,30,10,8,1,0,0,1,2,0,0,0,28,13,9,1,0,0,0,0,0,0,0,0,1,26,9,7,2,0,0,1,0,0,2,0,0,25,5,8,1,0,0,0,0,0,23,3,5,3,0,0,4,0,0,0,0,0,0,17,7,7,4,0,0,0,0,1,0,0,0,4.392,3.644,-0.3336,133.3,131.5,131.5,93.53,101.9,2.655,7.049,4.239,17.97,4.021,3.638,-5.069,614.2,116.7,18.01,599.2,249,432.8,0.9756,-3.647,-3.842,-3.885,4.184,0.7832,1,0.8333,1,0.8,0.5,1,0.8762,0.3333,0.875,0,0,0,0,0,0,0,0.5276,0.5634
AT13,7.28,496.7,7.413,41.51,67.16,44.15,75.56,0.6195,0.6589,67,35,17,6,70,38,20,49.5,8,0.1143,3,17,32,26,4,4,1,0,0,1,9,0,47.76,38.81,5.97,5.97,0,10,16,0.3846,13,4,4,23,23,0,0.6571,0,1,4,1,0,1,3,0,0,2,0.4474,0.4857,0,108,365.8,0,0,3,2,0,0,0,15,7,5,1,1,0,0,0,0,1,0,0,0,0,0,1,7,3,2,0,0,5,0,0,7,4,2,0,1,1,0,1,0,11,17,1,0,1,0,2,0,3,1,0,0,1,1,0,0,0,0,1,0,0,1,2,3,0,0,1,0,3,1,2,3,3,2,2,0,7,3,1,2,2,0,3,0,6,5,11,15,10,12,11,5,5,16,12,14,10,6,4,8,11,14,14,0,3.586,6.65,7.543,13.13,11.65,31,102,20,0,0,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,7,3,1,0,0,28,13,5,4,0,0,0,3,0,0,27,13,11,5,0,0,0,0,0,0,0,26,11,13,1,0,0,2,2,0,0,0,0,31,11,8,1,0,0,1,2,0,0,0,30,12,8,1,0,0,0,0,0,0,0,0,1,27,10,8,2,0,0,1,0,0,2,0,0,27,6,9,1,0,0,0,0,0,26,3,5,3,0,0,4,0,0,0,0,0,0,22,7,7,3,0,0,0,0,1,0,0,0,4.392,3.644,-0.3446,138,136,136,93.53,101.9,2.859,8.176,4.842,23.44,4.24,3.98,-5.185,636.1,116.7,18.01,622.6,258.5,450.1,0.9788,-3.82,-4.036,-4.089,4.172,0.8891,1,0.8333,1,0.8,0.5,1,0.8762,0.3333,0.875,0,0,0,0,0,0,0,0.4775,0.5374
AT15,7.111,536.6,8.385,41.13,65.82,42.2,73.17,0.6427,0.6594,64,37,17,9,67,40,20,51.5,6,0.08955,3,17,27,25,4,4,1,3,0,1,12,3,42.19,39.06,6.25,6.25,4.688,9,16,0.36,13,4,4,23,23,0,0.6216,0,1,4,1,0,1,3,0,0,2,0.425,0.4595,0,116.4,389.4,0,0,4,1,0,0,0,15,7,5,1,1,0,0,0,0,1,0,1,0,0,0,1,10,3,0,0,0,4,1,1,7,4,2,0,1,1,0,1,0,3,16,1,0,1,0,6,0,3,1,0,0,1,1,3,0,0,0,1,0,0,1,2,3,0,0,1,0,3,1,2,3,4,1,0,0,7,3,1,2,2,0,3,0,6,6,11,13,9,12,9,3,5,14,9,12,8,6,4,7,10,13,9,0,3.586,5.329,7.543,11.84,10.8,31,102,20,114,0,36,10,162,0,0,39,0,6,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,22,7,3,1,3,0,27,14,5,4,3,0,0,3,0,3,27,13,11,5,6,0,0,0,0,0,0,27,9,13,1,6,0,2,2,0,0,0,0,30,10,8,1,3,0,1,2,0,0,0,28,13,9,1,3,0,0,0,0,0,0,0,1,26,9,7,2,3,0,1,3,0,2,0,0,25,5,8,1,6,0,3,0,0,23,3,5,3,3,0,4,3,0,0,3,0,0,17,7,7,4,9,0,0,0,1,0,0,0,4.392,3.644,-0.2845,134.3,131.8,131.8,93.53,101.9,2.96,8.764,4.695,22.05,4.731,4.129,-5.717,622.7,161.5,18.01,608,252.5,451,0.9764,-3.906,-4.132,-4.19,4.186,0.8458,0.75,0.8333,0.8333,0.7,0.5,0.8333,0.7786,0.3333,0.875,0,0,0,0,0,0,0,0.4645,0.4837
AT16,6.885,512.7,7.54,42.22,68.49,44.6,76.77,0.6209,0.6559,68,36,17,6,71,39,20,50.5,9,0.1268,3,17,32,26,4,5,1,0,0,1,10,0,47.06,38.24,5.882,7.353,0,10,16,0.3846,13,4,4,23,23,0,0.6389,0,1,4,1,0,1,3,0,0,2,0.4359,0.4722,0,112.1,379.8,0,0,3,2,0,0,0,15,7,5,1,1,0,0,1,1,1,0,0,0,0,0,2,8,2,2,0,0,6,0,0,7,4,2,0,1,1,0,1,0,6,19,1,0,2,0,4,1,3,1,0,0,1,1,0,0,0,0,2,1,1,1,2,4,1,0,1,2,4,2,2,3,3,3,2,2,8,3,1,2,3,1,3,0,7,6,12,14,9,12,12,5,7,15,11,13,10,6,4,7,10,12,12,1,6.916,12.18,9.736,13.11,11.48,31,136,20,0,0,90,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23,7,4,1,0,0,28,13,6,4,0,0,0,3,0,0,27,13,12,5,0,0,0,0,0,0,0,26,11,14,1,0,0,2,2,0,0,0,0,31,11,8,1,0,0,1,3,0,0,0,30,12,9,1,0,0,0,1,0,0,0,0,1,27,10,10,2,0,0,1,0,0,2,0,0,27,6,11,1,0,0,0,0,0,26,3,7,3,0,0,5,0,0,1,0,0,0,22,7,10,3,0,0,0,0,1,0,0,0,4.392,3.644,0.2035,140,137.4,137.4,113.8,122.1,2.12,4.496,3.616,13.08,3.213,2.983,-4.483,658.2,159.3,60.69,632.4,262.5,458.9,0.9608,-3.192,-3.334,-3.35,4.197,1.063,0.75,0.6667,0.6667,0.9,0.5,0.8333,0.7595,0.3333,0.875,0,0,0,0,0,0,0,0.3861,0.4485
AT17,6.797,498.7,7.672,40.7,65.61,42.84,73.36,0.6261,0.6591,65,35,17,7,68,38,20,49.5,7,0.1029,3,17,30,25,4,5,1,0,0,1,10,0,46.15,38.46,6.154,7.692,0,9,16,0.36,13,4,4,23,23,0,0.6571,0,1,4,1,0,1,3,0,0,2,0.4474,0.4857,0,105.9,362.2,0,0,3,1,0,0,0,15,7,5,1,1,0,0,0,0,1,1,0,0,0,0,1,8,3,0,0,1,4,1,0,7,3,3,0,1,1,0,1,0,3,19,1,0,1,0,6,0,3,1,1,0,1,1,0,0,0,0,1,0,0,1,2,3,0,1,1,0,3,1,2,3,3,1,0,0,8,3,1,2,3,1,4,0,6,8,13,13,9,11,9,5,7,13,7,10,7,5,4,7,8,11,8,0,4.456,5.462,8.828,12.15,10.91,31,132,20,0,0,82,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,7,5,1,0,0,26,14,7,4,0,0,0,3,0,0,27,13,13,5,0,0,0,0,0,0,0,28,9,15,1,0,0,2,2,0,0,0,0,31,10,9,1,0,0,1,3,0,0,0,28,13,11,1,0,0,0,1,0,0,0,0,1,26,9,8,2,0,0,2,0,0,3,0,0,25,5,11,1,0,0,0,0,0,23,3,7,3,0,0,4,0,0,0,0,0,0,17,7,9,4,0,0,0,0,1,0,0,0,4.392,3.644,-0.3163,134.8,133.3,133.3,102.8,111.1,1.916,3.671,3.737,13.96,3.721,3.125,-4.702,629.3,127.6,18.01,609,252.9,441.6,0.9677,-3.019,-3.14,-3.146,3.975,0.9072,1,0.6667,1,0.8,0.5,1,0.8524,0.3333,0.875,0,0,0,0,0,0,0,0.4608,0.5301
AT18,6.7,512.7,7.54,42.22,68.49,44.6,76.77,0.6209,0.6559,68,36,17,7,71,39,20,50.5,8,0.1127,3,17,32,26,4,5,1,0,0,1,10,0,47.06,38.24,5.882,7.353,0,10,16,0.3846,7,4,4,23,23,0,0.6389,0,1,4,1,0,1,3,0,0,2,0.4359,0.4722,0,111.2,398.3,0,0,3,0,1,0,0,15,7,5,1,1,0,0,0,0,1,1,0,0,0,0,1,8,3,0,1,1,5,0,0,7,3,3,0,1,1,0,1,0,9,20,1,0,1,1,0,0,3,1,1,0,1,1,0,0,0,0,1,0,0,1,2,3,0,0,1,1,3,1,2,3,1,2,1,1,8,3,1,2,3,1,3,0,7,7,14,15,8,9,11,5,8,14,9,10,7,3,4,8,12,8,10,0,4.456,7.172,9.736,13.48,12.22,31,136,20,0,0,90,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22,7,5,1,0,0,28,13,7,4,0,0,0,3,0,0,26,14,13,5,0,0,0,0,0,0,0,26,11,15,1,0,0,2,2,0,0,0,0,30,10,8,1,0,0,1,3,0,0,0,30,10,7,1,0,0,0,1,0,0,0,0,1,27,10,10,2,0,0,1,0,0,2,0,0,25,6,11,1,0,0,0,0,0,22,4,8,3,0,0,5,0,0,1,0,0,0,21,8,9,1,0,0,0,0,1,0,0,0,4.392,3.644,-0.3275,139.2,137.1,137.1,102.8,111.1,2.12,4.496,4.059,16.48,3.645,3.275,-4.786,654.9,127.6,18.01,632.4,262.5,458.9,0.9655,-3.192,-3.334,-3.35,3.898,1.036,0.75,0.6667,0.8333,0.9,0.5,0.8333,0.7833,0.3333,0.875,0,0,0,0,0,0,0,0.436,0.5138
AT20,6.31,496.7,7.413,41.51,67.16,44.15,75.56,0.6195,0.6589,67,35,17,8,70,38,20,49.5,6,0.08571,3,17,32,26,4,4,1,0,0,1,9,0,47.76,38.81,5.97,5.97,0,10,16,0.3846,13,4,4,23,23,0,0.6571,0,1,4,1,0,1,3,0,0,2,0.4474,0.4857,0,107.6,363.3,0,0,4,1,0,0,0,15,7,5,1,0,1,0,0,0,1,0,0,0,0,0,0,7,4,0,0,1,4,1,0,7,4,2,0,1,1,0,1,0,6,19,1,0,0,0,6,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,4,5,0,3,1,6,9,12,15,12,17,11,5,5,15,10,14,10,7,4,8,10,13,11,0,0,0,8.146,12.31,11.36,31,102,20,0,0,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,8,3,1,0,0,29,14,5,4,0,0,0,3,0,0,30,13,12,5,0,0,0,0,0,0,0,31,9,13,1,0,0,2,2,0,0,0,0,32,12,8,2,0,0,1,2,0,0,0,32,14,11,1,0,0,0,0,0,0,0,0,1,32,9,7,2,0,0,1,0,0,2,0,0,28,5,8,1,0,0,0,0,0,24,3,6,3,0,0,4,0,0,0,0,0,0,17,7,7,4,0,0,0,0,1,0,0,0,4.392,3.644,-0.737,138.2,136.3,136.3,84.74,93.12,2.859,8.176,4.445,19.76,4.045,3.783,-5.248,643,101.8,0,622.6,258.5,450.1,0.9683,-3.82,-4.036,-4.089,4.262,0.6524,1,0.8333,1,0.8,0.5,1,0.8762,0.3333,0.875,0,0,0,0,0,0,0,0.4587,0.5119
AT21,6.002,494.5,8.992,36.55,57.17,36.92,62.92,0.6645,0.6712,55,34,17,7,58,37,20,48.5,5,0.08621,3,17,21,22,4,4,1,3,0,1,12,3,38.18,40,7.273,7.273,5.455,6,16,0.2727,13,4,4,23,23,0,0.6765,0,1,4,1,0,1,3,0,0,2,0.4595,0.5,0,103.3,362.5,0,0,2,0,0,0,0,15,8,4,1,1,0,0,0,0,1,0,1,0,0,0,1,10,1,0,0,0,4,0,1,8,2,3,1,0,0,1,1,0,3,16,0,1,1,0,0,0,3,1,0,0,1,1,3,0,0,0,1,0,0,1,2,3,0,0,1,0,3,1,1,1,2,2,1,0,7,3,1,2,2,0,3,0,6,5,10,11,5,9,10,4,2,11,7,8,5,4,3,2,1,4,6,0,3.586,6.336,7.543,12.05,11.32,31,102,20,66,0,36,10,114,0,0,27,0,6,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,19,7,3,1,3,0,22,14,5,4,3,0,0,3,0,3,22,13,11,5,3,0,0,0,3,0,0,22,8,13,1,9,0,2,2,3,0,0,0,27,6,6,1,6,0,1,2,3,0,3,22,9,7,1,9,0,0,0,0,0,0,0,1,14,9,8,2,9,0,1,0,0,2,0,0,15,5,8,1,6,0,0,0,0,17,3,5,1,3,0,4,0,0,0,0,0,3,15,5,3,2,3,0,0,3,1,0,6,0,4.392,3.644,-0.2461,120,117.3,117.3,93.53,101.9,2.342,5.486,3.89,15.13,3.473,3.235,-4.96,540.3,161.5,18.01,537.8,223.8,399.1,0.9954,-3.381,-3.545,-3.572,3.813,0.8083,1,0.8333,1,0.8,0.5,1,0.8762,0.3333,0.875,0,0,0,1,0,0,0,0.5395,0.5591
AT22,5.886,489.6,8.441,38.89,58.85,40.35,64.99,0.6706,0.6956,58,35,23,3,62,39,26,53.5,6,0.09677,3,23,23,25,5,4,1,0,0,1,10,0,39.66,43.1,8.621,6.897,0,4,21,0.16,19,5,5,29,29,0,0.8286,0,1,5,1,0,1,4,0,0,2,0.5897,0.6571,0,101.4,483.8,0,0,0,0,0,0,0,20,9,3,1,1,0,0,0,0,1,0,0,0,0,1,1,8,0,0,0,0,4,0,0,11,2,3,2,1,1,0,1,0,0,19,1,2,1,0,0,0,3,1,0,0,1,2,0,0,0,0,1,0,0,1,2,3,1,0,1,0,3,1,2,1,3,2,1,0,8,3,1,3,3,1,3,0,6,8,13,12,7,10,10,8,5,13,8,9,4,5,5,8,8,11,9,0,4.456,6.326,10.08,13.05,10.78,57,144,30,0,0,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,22,9,3,1,0,0,26,16,5,4,0,0,0,3,0,0,24,17,11,4,0,0,0,0,0,0,0,26,11,11,1,0,0,3,2,0,0,0,0,30,11,8,1,0,0,2,2,0,0,0,29,12,8,1,0,0,1,1,0,0,0,0,1,26,13,7,2,0,0,1,0,0,2,0,0,26,9,8,1,0,0,0,0,0,25,4,5,3,0,0,4,0,0,0,0,0,0,18,8,7,3,0,0,1,0,1,0,0,0,4.755,3.954,-0.3163,131.7,130.8,130.8,106.4,114.8,1.706,2.91,2.967,8.801,3.207,2.627,-4.469,565.7,133.4,18.01,576.3,239.6,412.6,1.019,-2.84,-2.941,-2.936,3.685,0.677,1,0.6667,1,0.6,0,1,0.7524,0.3333,0.75,0,0,0,0,0,0,0,0.3752,0.4225
